Current p53 cistrome Gene Symbol,Gene(s),Peak w/DEGs,Peak w/o DEGs,up,down,Gene,Gene ID,Current p53 cistrome Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN4,ACTN4|81,1,0,,1,ACTN4,81,ACTN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGALS7,LGALS7|3963,1,12,1,,LGALS7,3963,LGALS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK4,PAK4|10298,2,4,,2,PAK4,10298,PAK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP36,ZFP36|7538,1,0,1,,ZFP36,7538,ZFP36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERTAD1,SERTAD1|29950,4,10,4,,SERTAD1,29950,SERTAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPTBN4,SPTBN4|57731,1,1,1,,SPTBN4,57731,SPTBN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXL,AXL|558,2,7,1,1,AXL,558,AXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS19,RPS19|6223,1,15,1,,RPS19,6223,RPS19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC100289650,LOC100289650|100289650,1,0,1,,LOC100289650,100289650,LOC100289650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNN4,KCNN4|3783,3,11,1,2,KCNN4,3783,KCNN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD3EAP,CD3EAP|10849;PPP1R13L|10848,1,1,,1,CD3EAP,10849,CD3EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGFL2,IGFL2|147920,1,0,1,,IGFL2,147920,IGFL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC1A5,SLC1A5|6510,1,3,,1,SLC1A5,6510,SLC1A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBC3,BBC3|27113;MIR3191|100422832,6,9,6,,BBC3,27113,BBC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAX,BAX|581,6,9,6,,BAX,581,BAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGB7,CGB7|94027,1,8,1,,CGB7,94027,CGB7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUP62,NUP62|23636,1,0,,1,NUP62,23636,NUP62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLJ26850,FLJ26850|400710,3,6,3,,FLJ26850,400710,FLJ26850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRC8,BIRC8|112401,1,14,,1,BIRC8,112401,BIRC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF837,ZNF837|116412,1,1,1,,ZNF837,116412,ZNF837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANGPT4,ANGPT4|51378,1,5,1,,ANGPT4,51378,ANGPT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC388780,LOC388780|388780,1,1,1,,LOC388780,388780,LOC388780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC4A11,SLC4A11|83959,2,2,2,,SLC4A11,83959,SLC4A11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRA1D,ADRA1D|146,1,2,1,,ADRA1D,146,ADRA1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCNA-AS1,PCNA-AS1|100302739;PCNA|5111,2,12,2,,PCNA-AS1,100302739,PCNA-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCNA,PCNA-AS1|100302739;PCNA|5111,4,12,4,,PCNA,5111,PCNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLCB4,PLCB4|5332,1,3,,1,PLCB4,5332,PLCB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFSP1,BFSP1|631,1,1,1,,BFSP1,631,BFSP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNDIG1,SYNDIG1|79953,1,1,,1,SYNDIG1,79953,SYNDIG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CST7,CST7|8530,1,3,1,,CST7,8530,CST7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GINS1,GINS1|9837,2,2,,2,GINS1,9837,GINS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF337-AS1,ZNF337-AS1|102724826,1,3,1,,ZNF337-AS1,102724826,ZNF337-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF337,ZNF337|26152,6,4,6,,ZNF337,26152,ZNF337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL2L1,BCL2L1|598,1,1,1,,BCL2L1,598,BCL2L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYH7B,MYH7B|57644,1,3,1,,MYH7B,57644,MYH7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UQCC1,UQCC1|55245,1,3,1,,UQCC1,55245,UQCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLCAP,BLCAP|10904,3,1,3,,BLCAP,10904,BLCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM83D,FAM83D|81610,1,2,,1,FAM83D,81610,FAM83D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADA,ADA|100,8,4,8,,ADA,100,ADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDC4,SDC4|6385,3,4,3,,SDC4,6385,SDC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLTP,PLTP|5360,2,0,2,,PLTP,5360,PLTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SULF2,SULF2|55959,4,2,4,,SULF2,55959,SULF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01522,LINC01522|101927457,1,14,1,,LINC01522,101927457,LINC01522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARD6B,PARD6B|84612,1,7,1,,PARD6B,84612,PARD6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFATC2,NFATC2|4773,1,2,,1,NFATC2,4773,NFATC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM210B,FAM210B|116151,4,3,4,,FAM210B,116151,FAM210B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM38,RBM38|55544;MIR5095|100616458,2,2,2,,RBM38,55544,RBM38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMEPA1,PMEPA1|56937,1,0,1,,PMEPA1,56937,PMEPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX16,STX16|8675;STX16-NPEPL1|100534593,1,9,1,,STX16,8675,STX16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKAIN4,NKAIN4|128414,1,9,1,,NKAIN4,128414,NKAIN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPL39,MRPL39|54148,3,2,3,,MRPL39,54148,MRPL39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS5,ADAMTS5|11096,1,0,1,,ADAMTS5,11096,ADAMTS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URB1-AS1,URB1-AS1|84996,1,0,1,,URB1-AS1,84996,URB1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL10RB,IL10RB|3588,1,1,1,,IL10RB,3588,IL10RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCAN1,RCAN1|1827,2,6,1,1,RCAN1,1827,RCAN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIC6,CLIC6|54102,2,10,2,,CLIC6,54102,CLIC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX1,MX1|4599,1,3,1,,MX1,4599,MX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDXK,PDXK|8566,1,12,,1,PDXK,8566,PDXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC19A1,SLC19A1|6573,1,0,,1,SLC19A1,6573,SLC19A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCBP3,PCBP3|54039,2,4,,2,PCBP3,54039,PCBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPS4,HPS4|89781,1,1,,1,HPS4,89781,HPS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN1,MN1|4330,1,2,,1,MN1,4330,MN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NF2,NF2|4771,3,6,,3,NF2,4771,NF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIF,LIF|3976,7,9,7,,LIF,3976,LIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC35E4,SLC35E4|339665,1,1,1,,SLC35E4,339665,SLC35E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF185,RNF185|91445,1,8,1,,RNF185,91445,RNF185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMK2,LIMK2|3985,5,7,5,,LIMK2,3985,LIMK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMOX1,HMOX1|3162,1,1,1,,HMOX1,3162,HMOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MB,MB|4151,1,2,1,,MB,4151,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELFN2,ELFN2|114794,2,9,2,,ELFN2,114794,ELFN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOBEC3C,APOBEC3C|27350,2,5,2,,APOBEC3C,27350,APOBEC3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APOBEC3H,APOBEC3H|164668,4,11,4,,APOBEC3H,164668,APOBEC3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHR1,MCHR1|2847,1,9,1,,MCHR1,2847,MCHR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNT7B,WNT7B|7477,1,2,1,,WNT7B,7477,WNT7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDAC10,HDAC10|83933,1,0,1,,HDAC10,83933,HDAC10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK12,MAPK12|6300,1,2,,1,MAPK12,6300,MAPK12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXNB2,PLXNB2|23654,5,6,5,,PLXNB2,23654,PLXNB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSE,ARSE|415,1,0,1,,ARSE,415,ARSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKX,PRKX|5613,3,0,3,,PRKX,5613,PRKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPP4R3C,SMEK3P|139420,1,2,1,,SMEK3P,139420,PPP4R3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMD,DMD|1756,1,6,1,,DMD,1756,DMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC101927501,LOC101927501|101927501,3,6,3,,LOC101927501,101927501,LOC101927501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORCN,PORCN|64840,1,1,1,,PORCN,64840,PORCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR173,GPR173|54328,1,0,,1,GPR173,54328,GPR173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDA2R,EDA2R|60401,5,11,5,,EDA2R,60401,EDA2R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFNB1,EFNB1|1947,2,3,2,,EFNB1,1947,EFNB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF7L,TAF7L|54457,1,0,1,,TAF7L,54457,TAF7L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSC22D3,TSC22D3|1831,1,0,,1,TSC22D3,1831,TSC22D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG4A,ATG4A|115201,2,13,2,,ATG4A,115201,ATG4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL4A5,COL4A5|1287,1,1,1,,COL4A5,1287,COL4A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKY,PRKY|5616,3,2,3,,PRKY,5616,PRKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
